tissue_type,subtype,gene,pct_in,pct_out,log2fc,auc,present_in_census,composite
colorectal,Mucinous/Signet-ring tumor cells,MSLN,0.1555,0.0324,2.6878774166107178,0.5619257092475891,True,0.342948320980072
colorectal,Mucinous/Signet-ring tumor cells,KRT20,0.4685,0.1676,1.5797463655471802,0.6533083319664001,True,0.3408013200092316
colorectal,Mucinous/Signet-ring tumor cells,MUC13,0.5675,0.2276,1.2476609945297241,0.6805688738822937,True,0.3372012164402008
colorectal,Mucinous/Signet-ring tumor cells,MUC22,0.000125,0.0,6.977280139923096,0.5000625252723694,True,0.3000750202178955
colorectal,Neuroendocrine carcinoma cells,FOXA2,0.3345,0.0412,3.4244349002838135,0.6477532982826233,True,0.4768626386260986
colorectal,Neuroendocrine carcinoma cells,SYT7,0.29275,0.017,4.691000461578369,0.6385761499404907,True,0.4660109259128571
colorectal,Neuroendocrine carcinoma cells,GRIN2B,0.137,0.008,4.196896553039551,0.5645552277565002,True,0.37744418816566466
colorectal,Neuroendocrine carcinoma cells,VGF,0.06975,0.009,2.995114803314209,0.5303794145584106,True,0.3359650179386139
colorectal,Neuroendocrine carcinoma cells,STXBP1,0.1865,0.0394,2.4519901275634766,0.5742343068122864,True,0.3340064701271057
colorectal,Neuroendocrine carcinoma cells,GABRA3,0.035375,0.0012,5.251495361328125,0.5170915722846985,True,0.32050825782775877
colorectal,Neuroendocrine carcinoma cells,CALCA,0.0305,0.003,3.4316277503967285,0.513749897480011,True,0.31649992990493775
colorectal,Neuroendocrine carcinoma cells,NKX2-1,0.00975,0.0004,4.988467216491699,0.5046745538711548,True,0.3056096669387817
colorectal,Neuroendocrine carcinoma cells,NEUROG3,0.003,0.001,4.456917762756348,0.5010011196136475,True,0.3012009195327759
colorectal,Absorptive colonocytes,FABP1,0.8305,0.2072,2.4247162342071533,0.8299747109413147,True,0.6311113683319092
colorectal,Absorptive colonocytes,ANPEP,0.62325,0.101,3.486152172088623,0.7740461826324463,True,0.6236869818687439
colorectal,Absorptive colonocytes,PRAP1,0.554375,0.0792,4.173722743988037,0.7454569339752197,True,0.5914005471801758
colorectal,Absorptive colonocytes,ALDOB,0.4985,0.0468,3.40086030960083,0.7311230897903442,True,0.5752385075950622
colorectal,Absorptive colonocytes,MUC13,0.61725,0.1292,2.7085416316986084,0.7490074634552002,True,0.5676701696968078
colorectal,Absorptive colonocytes,APOA1,0.4995,0.0726,4.702266216278076,0.7223803400993347,True,0.5632842899608612
colorectal,Absorptive colonocytes,SI,0.464875,0.0462,4.180096626281738,0.711811363697052,True,0.5531841028785706
colorectal,Absorptive colonocytes,MTTP,0.435875,0.0424,4.098906517028809,0.6983883380889893,True,0.5374056704711914
colorectal,Absorptive colonocytes,APOA4,0.41475,0.0318,6.083690166473389,0.6951770186424255,True,0.5327316506767273
colorectal,Absorptive colonocytes,GSTA1,0.437125,0.0606,3.3964664936065674,0.6905726194381714,True,0.5277631134319305
colorectal,Absorptive colonocytes,APOB,0.398125,0.0234,5.590837478637695,0.68885737657547,True,0.5260309251022339
colorectal,Absorptive colonocytes,SLC5A1,0.37575,0.055,4.553570747375488,0.6642869114875793,True,0.4955795649528503
colorectal,Absorptive colonocytes,CLDN7,0.74075,0.195,1.6402360200881958,0.7690614461898804,True,0.48842275896072385
colorectal,Absorptive colonocytes,MUC17,0.3285,0.0418,3.9114537239074707,0.6440560221672058,True,0.47258481773376465
colorectal,Absorptive colonocytes,SLC26A3,0.403625,0.0738,2.717067003250122,0.6662032008171082,True,0.47063428482055664
colorectal,Absorptive colonocytes,ACE2,0.296875,0.027,4.25510311126709,0.6357675194740295,True,0.46258903942108154
colorectal,Absorptive colonocytes,CDH17,0.616625,0.16,1.8656299114227295,0.7284557223320007,True,0.460652574968338
colorectal,Absorptive colonocytes,EPCAM,0.866375,0.2434,0.8195070028305054,0.8133205771446228,True,0.45720215007781984
colorectal,Absorptive colonocytes,CYP3A4,0.247375,0.008,6.625726699829102,0.6200451850891113,True,0.44391114807128906
colorectal,Absorptive colonocytes,ALPI,0.23875,0.0096,5.58695650100708,0.6150557398796082,True,0.43787460382461546
colorectal,Absorptive colonocytes,MGAM,0.2265,0.0088,6.0471720695495605,0.6092265248298645,True,0.4309212258243561
colorectal,Absorptive colonocytes,CES2,0.646875,0.2014,1.441874384880066,0.7418183088302612,True,0.426737103433609
colorectal,Absorptive colonocytes,SLC2A2,0.2065,0.0112,4.255377769470215,0.5976678729057312,True,0.4171943102455139
colorectal,Absorptive colonocytes,ABCG2,0.221,0.0304,3.3781707286834717,0.5961442589759827,True,0.41503542506217955
colorectal,Absorptive colonocytes,SULT1A1,0.3775,0.1018,2.397953748703003,0.6424408555030823,True,0.40888805331230166
colorectal,Absorptive colonocytes,CYP2C9,0.158625,0.012,5.407689571380615,0.5735597610473633,True,0.38817282671928405
colorectal,Absorptive colonocytes,PCK1,0.486125,0.093,1.4947024583816528,0.6991449594497681,True,0.38741121339797974
colorectal,Absorptive colonocytes,CYP2J2,0.173125,0.0366,2.9884467124938965,0.568297266960144,True,0.3807874848175049
colorectal,Absorptive colonocytes,VIL1,0.576125,0.1388,1.073114037513733,0.7199883460998535,True,0.37076709851264955
